source;target;length;num_lines;type_seg;direction;right_node;left_node
266;267;0.149;1;3;-1;115;282
266;303;0.204;1;3;-1;231;302
267;115;0.293;1;4;-1;116;114
267;195;0.126;1;3;-1;114;192
267;266;0.149;1;3;1;303;243
267;282;0.096;1;3;1;281;0
268;253;0.173;1;3;1;255;155
268;269;0.043;1;3;-1;270;255
268;280;0.133;1;3;1;252;285
269;255;0.164;1;3;-1;100;253
269;268;0.043;1;3;1;253;0
269;270;0.046;1;3;1;0;298
270;269;0.046;1;3;-1;0;268
270;272;0.182;1;3;1;285;0
270;298;0.128;1;3;-1;316;290
271;259;0.293;1;3;1;260;257
271;272;0.137;1;3;-1;0;285
271;395;0.049;1;3;-1;431;316
272;270;0.182;1;3;-1;298;0
272;271;0.137;1;3;1;259;0
272;285;0.183;1;3;-1;280;0
273;250;0.408;1;3;1;234;77
273;274;0.5;1;3;-1;0;0
273;279;0.29;1;3;-1;376;0
274;273;0.5;1;3;1;250;279
275;276;0.27;1;3;-1;366;0
275;366;0.258;1;3;-1;367;276
275;375;0.126;1;3;-1;380;367
275;397;0.206;1;3;1;449;0
276;275;0.27;1;3;1;0;375
276;277;0.5;1;3;-1;0;0
276;366;0.058;1;3;-1;275;405
277;276;0.5;1;3;1;0;366
277;278;0.5;1;3;-1;0;0
277;406;0.5;1;3;1;0;0
278;277;0.5;1;3;1;0;0
278;609;0.5;1;3;-1;0;0
279;273;0.29;1;3;1;274;0
279;376;0.5;1;3;-1;0;0
280;252;0.164;1;3;-1;155;251
280;262;0.118;1;3;1;235;261
280;268;0.133;1;3;-1;0;253
280;285;0.218;1;3;-1;260;272
281;191;0.046;1;3;1;192;190
281;192;0.03;1;3;-1;195;191
281;282;0.164;1;3;-1;301;267
281;301;0.093;1;3;1;311;282
282;267;0.096;1;3;-1;266;195
282;281;0.164;1;3;1;192;301
282;301;0.137;1;3;1;281;231
283;180;0.062;1;3;1;181;179
283;284;0.011;1;3;-1;319;181
283;319;0.022;1;3;-1;190;284
284;181;0.044;1;3;-1;182;180
284;191;0.145;1;3;-1;190;192
284;283;0.011;1;3;1;0;319
284;319;0.013;1;3;1;283;0
285;260;0.155;1;3;-1;261;259
285;272;0.183;1;3;1;271;270
285;280;0.218;1;3;1;268;262
286;248;0.232;1;3;1;244;247
286;287;0.121;1;3;-1;0;0
286;288;0.074;1;3;1;299;0
287;286;0.121;1;3;1;288;0
288;286;0.074;1;3;-1;248;287
288;289;0.015;1;3;1;0;307
288;299;0.046;1;3;-1;0;0
289;288;0.015;1;3;-1;0;299
289;290;0.084;1;3;1;298;295
289;307;0.084;1;3;1;295;0
290;289;0.084;1;3;-1;307;0
290;295;0.099;1;3;-1;0;307
290;298;0.17;1;3;1;270;316
291;292;0.426;1;3;-1;304;0
291;421;0.172;1;3;1;0;0
292;291;0.426;1;3;1;421;0
292;293;0.5;1;3;-1;0;0
292;304;0.5;1;3;-1;0;0
293;292;0.5;1;3;1;0;291
294;244;0.094;1;3;-1;248;245
295;290;0.099;1;3;1;289;0
295;296;0.089;1;3;-1;297;306
295;307;0.091;1;3;-1;306;289
296;295;0.089;1;3;1;307;0
296;297;0.084;1;3;-1;346;0
296;306;0.094;1;3;-1;245;307
297;296;0.084;1;3;1;306;295
297;346;0.287;1;3;1;443;0
298;270;0.128;1;3;1;269;272
298;290;0.17;1;3;-1;0;289
298;316;0.29;1;3;-1;395;392
299;288;0.046;1;3;1;289;286
300;167;0.158;1;3;1;168;166
301;231;0.103;1;3;1;0;232
301;281;0.093;1;3;-1;282;191
301;282;0.137;1;3;-1;0;281
301;311;0.151;1;3;1;190;350
302;265;0.188;1;3;1;264;266
302;303;0.173;1;3;-1;266;350
302;353;0.201;1;3;-1;351;352
303;231;0.059;1;3;-1;232;0
303;266;0.204;1;3;1;265;267
303;302;0.173;1;3;1;353;265
303;350;0.182;1;3;-1;311;351
304;292;0.5;1;3;1;0;291
305;245;0.092;1;3;-1;244;246
306;245;0.086;1;3;1;246;244
306;296;0.094;1;3;1;295;297
306;307;0.078;1;3;-1;0;295
307;289;0.084;1;3;-1;288;290
307;295;0.091;1;3;1;290;296
307;306;0.078;1;3;1;296;0
308;194;0.135;1;3;-1;190;193
308;309;0.255;1;5;-1;193;450
308;311;0.205;1;3;1;350;190
308;434;0.125;1;3;1;450;350
309;193;0.132;1;3;1;194;188
309;308;0.255;1;3;1;434;194
309;310;0.263;1;3;-1;188;544
309;450;0.125;1;3;-1;544;434
310;21;0.25;1;3;-1;187;27
310;188;0.131;1;3;1;193;187
310;309;0.263;1;6;1;450;193
310;544;0.128;1;3;-1;27;450
311;190;0.129;1;3;1;191;194
311;301;0.151;1;3;-1;231;281
311;308;0.205;1;3;-1;194;434
311;350;0.137;1;3;-1;434;303
312;82;0.085;1;3;-1;74;98
312;313;0.319;1;3;1;401;0
312;518;0.5;1;3;1;466;519
312;534;0.191;1;3;-1;354;404
313;312;0.319;1;3;-1;82;534
313;315;0.207;1;3;1;400;466
313;401;0.11;1;3;1;404;400
314;315;0.216;1;3;-1;466;400
314;316;0.22;1;3;1;392;395
314;402;0.108;1;3;-1;400;392
314;464;0.078;1;3;1;0;466
315;313;0.207;1;3;-1;0;401
315;314;0.216;1;3;1;402;464
315;400;0.112;1;3;1;401;402
315;466;0.095;1;3;-1;464;0
316;298;0.29;1;3;1;290;270
316;314;0.22;1;3;-1;464;402
316;392;0.114;1;3;-1;402;403
316;395;0.074;1;3;1;271;431
317;150;0.115;1;3;-1;152;148
318;95;0.174;1;3;1;97;94
318;264;0.246;1;3;-1;94;265
318;352;0.147;1;3;1;353;453
319;190;0.07;1;3;-1;194;191
319;283;0.022;1;3;1;284;180
319;284;0.013;1;3;-1;191;283
320;321;0.345;1;3;-1;369;408
320;324;0.248;1;3;1;334;372
320;370;0.132;1;3;-1;372;369
320;389;0.121;1;3;1;408;334
321;320;0.345;1;3;1;389;370
321;325;0.25;1;3;-1;373;407
321;369;0.13;1;3;-1;370;373
321;408;0.121;1;3;1;407;389
322;323;0.212;1;3;-1;371;329
323;322;0.212;1;3;1;0;0
323;324;0.235;1;3;-1;372;334
323;329;0.098;1;3;-1;334;333
323;371;0.124;1;3;1;368;372
324;320;0.248;1;3;-1;370;389
324;323;0.235;1;3;1;329;371
324;334;0.107;1;3;-1;389;329
324;372;0.128;1;3;1;371;370
325;321;0.25;1;3;1;408;369
325;373;0.132;1;3;-1;369;196
325;407;0.135;1;3;1;491;408
326;327;0.254;1;3;-1;364;398
326;332;0.15;1;3;1;0;0
326;363;0.114;1;3;1;420;364
326;399;0.124;1;3;-1;398;0
327;326;0.254;1;3;1;399;363
327;331;0.341;1;3;-1;365;390
327;364;0.117;1;3;1;363;365
327;398;0.125;1;3;-1;390;399
328;329;0.359;1;3;-1;333;334
328;330;0.064;1;3;1;331;0
328;361;0.119;1;3;1;347;390
329;323;0.098;1;3;1;322;324
329;328;0.359;1;3;1;361;0
329;333;0.058;1;3;-1;0;0
329;334;0.232;1;3;1;324;361
330;328;0.064;1;3;-1;0;361
330;331;0.209;1;3;1;390;365
330;365;0.234;1;3;1;364;0
331;327;0.341;1;3;1;398;364
331;330;0.209;1;3;-1;365;328
331;365;0.109;1;3;1;364;330
331;390;0.129;1;3;-1;361;398
332;326;0.15;1;3;-1;363;399
333;329;0.058;1;3;1;323;328
334;324;0.107;1;3;1;323;320
334;329;0.232;1;3;-1;328;323
334;361;0.112;1;3;-1;390;347
334;389;0.25;1;3;1;320;390
335;336;0.357;1;3;-1;370;381
335;341;0.235;1;3;1;377;373
335;369;0.13;1;3;1;373;370
335;379;0.119;1;3;-1;381;377
336;335;0.357;1;3;1;379;369
336;340;0.242;1;3;-1;372;380
336;370;0.126;1;3;1;369;372
336;381;0.119;1;3;-1;380;379
337;338;0.191;1;3;-1;0;0
337;339;0.244;1;3;1;375;371
337;367;0.124;1;3;1;382;375
337;368;0.128;1;3;-1;371;0
338;337;0.191;1;3;1;367;368
339;337;0.244;1;3;-1;368;367
339;340;0.241;1;3;1;380;372
339;371;0.136;1;3;-1;372;368
339;375;0.128;1;3;1;367;380
340;336;0.242;1;3;1;381;370
340;339;0.241;1;3;-1;371;375
340;372;0.127;1;3;-1;370;371
340;380;0.135;1;3;1;375;381
341;335;0.235;1;3;-1;369;379
341;342;0.302;1;3;1;378;563
341;373;0.127;1;3;1;196;369
341;377;0.118;1;3;-1;379;378
342;341;0.302;1;3;-1;373;377
342;378;0.126;1;3;1;377;0
342;563;0.059;1;3;-1;0;0
343;344;0.062;1;3;-1;0;139
343;432;0.497;1;3;1;433;0
343;455;0.053;1;3;-1;457;0
344;139;0.102;1;3;1;169;0
344;170;0.025;1;3;-1;0;169
344;343;0.062;1;3;1;0;455
345;170;0.165;1;3;1;169;0
345;201;0.051;1;3;-1;179;200
345;456;0.213;1;3;-1;455;178
346;297;0.287;1;3;-1;0;296
346;442;0.5;1;3;-1;461;489
346;443;0.103;1;3;1;394;460
347;348;0.093;1;3;-1;0;0
347;361;0.086;1;3;1;334;328
348;347;0.093;1;3;1;361;0
348;349;0.041;1;3;-1;0;0
349;348;0.041;1;3;1;0;0
350;303;0.182;1;3;1;302;231
350;311;0.137;1;3;1;301;308
350;351;0.113;1;3;-1;362;0
350;434;0.194;1;3;-1;308;0
351;350;0.113;1;3;1;303;434
351;353;0.065;1;3;-1;454;302
351;362;0.226;1;3;-1;0;0
352;97;0.236;1;3;-1;0;95
352;318;0.147;1;3;-1;95;0
352;353;0.117;1;3;1;302;454
352;453;0.448;1;3;1;452;502
353;302;0.201;1;3;1;0;303
353;351;0.065;1;3;1;0;362
353;352;0.117;1;3;-1;453;318
353;454;0.452;1;3;-1;451;452
354;105;0.03;1;3;1;106;355
354;360;0.011;1;3;-1;98;112
354;534;0.062;1;3;1;0;312
355;105;0.5;1;3;-1;354;106
355;357;0.232;1;3;1;463;386
355;383;0.094;1;3;-1;386;384
355;486;0.054;1;3;1;0;487
356;357;0.218;1;3;-1;386;463
356;358;0.179;1;3;1;0;0
356;385;0.081;1;3;1;387;386
356;393;0.036;1;3;-1;394;419
357;355;0.232;1;3;-1;383;486
357;356;0.218;1;3;1;393;385
357;386;0.079;1;3;1;385;383
357;463;0.063;1;3;-1;484;483
358;356;0.179;1;3;-1;385;393
359;197;0.046;1;3;1;507;196
359;491;0.119;1;3;1;0;407
360;98;0.128;1;3;1;0;99
360;112;0.21;1;3;-1;110;0
360;354;0.011;1;3;1;0;534
361;328;0.119;1;3;-1;330;329
361;334;0.112;1;3;1;329;389
361;347;0.086;1;3;-1;0;348
361;390;0.251;1;3;-1;389;331
362;351;0.226;1;3;1;353;350
363;326;0.114;1;3;-1;327;332
363;364;0.258;1;3;-1;412;327
363;420;0.109;1;3;1;436;421
364;327;0.117;1;3;-1;331;326
364;363;0.258;1;3;1;326;0
364;365;0.347;1;3;-1;0;331
364;412;0.084;1;3;1;0;0
365;330;0.234;1;3;-1;0;331
365;331;0.109;1;3;-1;330;327
365;364;0.347;1;3;1;327;412
366;275;0.258;1;3;1;0;375
366;276;0.058;1;3;1;277;275
366;367;0.135;1;3;-1;375;382
366;405;0.203;1;3;-1;0;0
367;337;0.124;1;3;-1;339;338
367;366;0.135;1;3;1;405;275
367;375;0.246;1;3;-1;275;339
367;382;0.221;1;3;1;0;0
368;337;0.128;1;3;1;338;339
368;371;0.255;1;3;1;339;323
369;321;0.13;1;3;1;325;320
369;335;0.13;1;3;-1;336;341
369;370;0.345;1;3;-1;320;336
369;373;0.245;1;3;1;341;325
370;320;0.132;1;3;1;321;324
370;336;0.126;1;3;-1;340;335
370;369;0.345;1;3;1;335;321
370;372;0.247;1;3;-1;324;340
371;323;0.124;1;3;-1;324;322
371;339;0.136;1;3;1;337;340
371;368;0.255;1;3;-1;0;337
371;372;0.234;1;3;1;340;324
372;324;0.128;1;3;-1;320;323
372;340;0.127;1;3;1;339;336
372;370;0.247;1;3;1;336;320
372;371;0.234;1;3;-1;323;339
373;196;0.101;1;3;1;0;197
373;325;0.132;1;3;1;0;321
373;341;0.127;1;3;-1;335;342
373;369;0.245;1;3;-1;321;335
374;196;0.141;1;3;-1;197;0
375;275;0.126;1;3;1;366;397
375;339;0.128;1;3;-1;340;337
375;367;0.246;1;3;1;337;366
375;380;0.242;1;3;-1;396;340
376;279;0.5;1;3;1;0;273
377;341;0.118;1;3;1;342;335
377;378;0.303;1;3;-1;562;342
377;379;0.239;1;3;1;335;409
377;490;0.101;1;3;-1;409;0
378;342;0.126;1;3;-1;0;341
378;377;0.303;1;3;1;341;490
378;562;0.058;1;3;1;588;561
379;335;0.119;1;3;1;341;336
379;377;0.239;1;3;-1;490;341
379;381;0.362;1;3;1;336;388
379;409;0.1;1;3;-1;0;490
380;340;0.135;1;3;-1;336;339
380;375;0.242;1;3;1;339;275
380;381;0.238;1;3;-1;388;336
380;396;0.121;1;3;1;397;388
381;336;0.119;1;3;1;335;340
381;379;0.362;1;3;-1;409;335
381;380;0.238;1;3;1;340;396
381;388;0.12;1;3;-1;396;0
382;367;0.221;1;3;-1;366;337
383;355;0.094;1;3;1;105;357
383;384;0.144;1;3;-1;401;0
383;386;0.236;1;3;1;357;440
383;439;0.062;1;3;-1;440;0
384;383;0.144;1;3;1;355;439
384;401;0.137;1;3;-1;400;404
385;356;0.081;1;3;-1;357;358
385;386;0.214;1;3;-1;440;357
385;387;0.124;1;3;1;0;0
385;391;0.049;1;3;1;0;440
386;357;0.079;1;3;-1;355;356
386;383;0.236;1;3;-1;439;355
386;385;0.214;1;3;1;356;391
386;440;0.06;1;3;1;391;439
387;385;0.124;1;3;-1;391;356
388;381;0.12;1;3;1;379;380
388;396;0.247;1;3;1;380;0
389;320;0.121;1;3;-1;324;321
389;334;0.25;1;3;-1;361;324
389;390;0.122;1;3;1;398;361
389;408;0.349;1;3;1;321;398
390;331;0.129;1;3;1;327;330
390;361;0.251;1;3;1;328;334
390;389;0.122;1;3;-1;334;408
390;398;0.351;1;3;-1;408;327
391;385;0.049;1;3;-1;386;387
391;392;0.067;1;3;1;403;402
391;440;0.215;1;3;1;402;386
392;316;0.114;1;3;1;298;314
392;391;0.067;1;3;-1;440;0
392;402;0.217;1;3;-1;314;440
392;403;0.104;1;3;1;0;0
393;356;0.036;1;3;1;358;357
393;394;0.017;1;3;-1;0;443
393;419;0.151;1;3;-1;0;0
394;393;0.017;1;3;1;419;356
394;443;0.164;1;3;-1;460;346
395;271;0.049;1;3;1;0;259
395;316;0.074;1;3;-1;314;298
395;431;0.226;1;3;1;257;464
396;380;0.121;1;3;-1;381;375
396;388;0.247;1;3;-1;0;381
396;397;0.012;1;3;1;0;449
397;275;0.206;1;3;-1;375;0
397;396;0.012;1;3;-1;0;380
397;449;0.102;1;3;1;445;469
398;327;0.125;1;3;1;326;331
398;390;0.351;1;3;1;331;389
398;399;0.243;1;3;-1;407;326
398;408;0.126;1;3;-1;389;407
399;326;0.124;1;3;1;332;327
399;398;0.243;1;3;1;327;408
399;407;0.122;1;3;-1;408;491
400;315;0.112;1;3;-1;314;313
400;401;0.19;1;3;-1;313;384
400;402;0.216;1;3;1;440;314
400;439;0.082;1;3;1;0;440
401;313;0.11;1;3;-1;315;312
401;384;0.137;1;3;1;0;383
401;400;0.19;1;3;1;439;315
401;404;0.306;1;3;-1;0;0
402;314;0.108;1;3;1;316;315
402;392;0.217;1;3;1;391;316
402;400;0.216;1;3;-1;315;439
402;440;0.083;1;3;-1;439;391
403;392;0.104;1;3;-1;316;391
404;401;0.306;1;3;1;384;313
404;534;0.131;1;3;-1;312;0
404;601;0.233;1;3;1;0;0
405;366;0.203;1;3;1;276;367
406;277;0.5;1;3;-1;0;0
407;325;0.135;1;3;-1;321;0
407;399;0.122;1;3;1;0;398
407;408;0.249;1;3;-1;398;321
407;491;0.107;1;3;-1;359;0
408;321;0.121;1;3;-1;320;325
408;389;0.349;1;3;-1;390;320
408;398;0.126;1;3;1;399;390
408;407;0.249;1;3;1;325;399
409;379;0.1;1;3;1;377;381
409;490;0.222;1;3;-1;0;377
410;411;0.084;1;3;-1;471;493
410;496;0.05;1;3;-1;493;497
410;497;0.132;1;3;1;496;0
410;549;0.187;1;3;1;551;467
411;410;0.084;1;3;1;496;549
411;471;0.212;1;3;1;467;470
411;493;0.066;1;3;-1;494;496
412;364;0.084;1;3;-1;365;363
413;51;0.189;1;3;1;53;52
413;417;0.281;1;3;-1;494;521
413;495;0.129;1;3;1;52;497
413;522;0.163;1;3;-1;521;55
414;415;0.46;1;3;-1;435;427
414;418;0.25;1;3;1;511;492
414;445;0.134;1;3;1;465;435
415;414;0.46;1;3;1;0;445
415;416;0.293;1;3;-1;0;0
415;427;0.12;1;3;-1;429;428
415;435;0.242;1;3;-1;445;0
416;415;0.293;1;3;1;427;0
417;413;0.281;1;3;1;522;495
417;418;0.243;1;3;-1;492;511
417;494;0.124;1;3;-1;493;492
417;521;0.129;1;3;1;511;522
418;414;0.25;1;3;-1;445;0
418;417;0.243;1;3;1;521;494
418;492;0.125;1;3;1;494;465
418;511;0.127;1;3;-1;520;521
419;393;0.151;1;3;1;356;394
420;363;0.109;1;3;-1;0;326
420;421;0.084;1;3;-1;0;0
420;436;0.272;1;3;1;0;0
421;291;0.172;1;3;-1;0;292
421;420;0.084;1;3;1;363;0
421;436;0.5;1;3;-1;0;0
422;219;0.032;1;3;1;218;222
422;423;0.145;1;3;-1;0;0
422;424;0.116;1;3;1;573;0
423;422;0.145;1;3;1;219;0
423;425;0.329;1;3;-1;500;218
424;422;0.116;1;3;-1;0;219
424;573;0.009;1;3;1;0;589
425;218;0.02;1;3;1;221;219
425;423;0.329;1;3;1;0;0
425;426;0.5;1;3;-1;0;0
425;500;0.041;1;3;-1;0;0
426;425;0.5;1;3;1;218;500
427;415;0.12;1;3;1;435;416
427;428;0.009;1;3;-1;441;0
427;429;0.114;1;3;1;0;0
428;427;0.009;1;3;1;415;0
428;430;0.311;1;3;-1;0;0
428;441;0.131;1;3;-1;0;0
429;427;0.114;1;3;-1;0;415
430;428;0.311;1;3;1;0;441
431;257;0.267;1;3;1;259;256
431;395;0.226;1;3;-1;316;271
431;464;0.022;1;3;-1;466;0
432;87;0.5;1;3;1;0;88
432;343;0.497;1;3;-1;455;0
432;433;0.5;1;3;-1;0;0
433;432;0.5;1;3;1;87;343
434;308;0.125;1;3;-1;311;309
434;350;0.194;1;3;1;351;311
434;450;0.265;1;3;-1;309;451
435;415;0.242;1;3;1;0;427
435;445;0.241;1;3;1;465;449
435;449;0.309;1;3;-1;447;397
436;420;0.272;1;3;-1;0;363
436;421;0.5;1;3;1;0;0
436;444;0.112;1;3;1;528;480
437;220;0.5;1;3;-1;221;223
437;438;0.289;1;3;1;0;477
437;475;0.124;1;3;1;474;476
438;437;0.289;1;3;-1;475;0
438;477;0.113;1;3;-1;478;553
439;383;0.062;1;3;1;384;386
439;400;0.082;1;3;-1;402;401
439;440;0.23;1;3;-1;386;402
440;386;0.06;1;3;-1;383;385
440;391;0.215;1;3;-1;385;392
440;402;0.083;1;3;1;392;400
440;439;0.23;1;3;1;400;383
441;428;0.131;1;3;1;430;427
442;346;0.5;1;3;1;0;443
442;461;0.156;1;3;1;460;0
442;489;0.198;1;3;-1;0;0
443;346;0.103;1;3;-1;442;297
443;394;0.164;1;3;1;393;0
443;460;0.426;1;3;-1;523;0
444;436;0.112;1;3;-1;0;0
444;480;0.06;1;3;1;0;517
444;528;0.226;1;3;1;552;0
445;414;0.134;1;3;-1;415;418
445;435;0.241;1;3;-1;449;415
445;449;0.151;1;3;-1;469;435
445;465;0.018;1;3;1;0;492
446;176;0.5;1;3;-1;158;175
446;608;0.5;1;3;1;0;0
447;448;0.239;1;3;-1;494;470
447;449;0.242;1;3;1;469;445
447;469;0.09;1;3;1;470;449
447;492;0.128;1;3;-1;465;494
448;447;0.239;1;3;1;469;492
448;470;0.131;1;3;-1;471;469
448;494;0.127;1;3;1;492;493
449;397;0.102;1;3;-1;396;275
449;435;0.309;1;3;1;0;445
449;445;0.151;1;3;1;435;465
449;447;0.242;1;3;-1;492;469
449;469;0.228;1;3;-1;447;0
450;309;0.125;1;5;1;308;310
450;434;0.265;1;3;1;0;308
450;451;0.127;1;3;-1;472;473
450;544;0.257;1;3;-1;310;472
451;450;0.127;1;3;1;434;544
451;454;0.085;1;3;-1;0;353
451;472;0.255;1;3;1;544;499
451;473;0.11;1;3;-1;0;0
452;453;0.068;1;3;-1;502;352
452;454;0.035;1;3;1;353;0
452;499;0.254;1;3;-1;472;542
453;352;0.448;1;3;-1;318;353
453;452;0.068;1;3;1;0;499
453;502;0.046;1;3;1;531;503
454;353;0.452;1;3;1;352;351
454;451;0.085;1;3;1;473;472
454;452;0.035;1;3;-1;499;0
455;343;0.053;1;3;1;344;432
455;456;0.12;1;3;-1;462;345
455;457;0.229;1;3;-1;0;462
456;178;0.097;1;3;-1;177;179
456;345;0.213;1;3;1;201;170
456;455;0.12;1;3;1;0;457
456;462;0.265;1;3;-1;457;177
457;455;0.229;1;3;1;456;343
457;458;0.281;1;3;-1;0;462
457;462;0.133;1;3;-1;458;456
458;457;0.281;1;3;1;462;0
458;459;0.034;1;3;-1;0;184
458;462;0.213;1;3;1;177;457
459;88;0.311;1;3;-1;87;90
459;184;0.076;1;3;1;0;177
459;458;0.034;1;3;1;462;0
460;443;0.426;1;3;1;346;394
460;461;0.053;1;3;-1;486;442
460;523;0.027;1;3;1;0;0
461;442;0.156;1;3;-1;0;489
461;460;0.053;1;3;1;0;523
461;486;0.219;1;3;-1;487;0
462;177;0.106;1;3;-1;184;178
462;456;0.265;1;3;1;178;455
462;457;0.133;1;3;1;455;458
462;458;0.213;1;3;-1;457;459
463;357;0.063;1;3;1;356;355
463;483;0.037;1;3;-1;0;0
463;484;0.012;1;3;1;0;488
464;314;0.078;1;3;-1;315;316
464;431;0.022;1;3;1;395;0
464;466;0.226;1;3;1;518;315
465;445;0.018;1;3;-1;449;435
465;492;0.247;1;3;1;418;447
466;315;0.095;1;3;1;313;314
466;464;0.226;1;3;-1;314;431
466;518;0.034;1;3;-1;0;312
467;468;0.165;1;3;-1;569;0
467;471;0.018;1;3;1;0;411
467;549;0.097;1;3;-1;410;0
468;467;0.165;1;3;1;0;549
468;568;0.323;1;3;-1;569;605
468;569;0.331;1;3;-1;548;568
469;447;0.09;1;3;-1;449;448
469;449;0.228;1;3;1;397;447
469;470;0.286;1;3;-1;448;0
470;448;0.131;1;3;1;447;0
470;469;0.286;1;3;1;0;447
470;471;0.085;1;3;-1;411;0
471;411;0.212;1;3;-1;0;410
471;467;0.018;1;3;-1;549;0
471;470;0.085;1;3;1;0;448
472;26;0.257;1;3;1;27;29
472;451;0.255;1;3;-1;454;450
472;499;0.123;1;3;-1;29;452
472;544;0.125;1;3;1;450;27
473;451;0.11;1;3;1;450;454
474;475;0.096;1;3;-1;545;437
474;477;0.26;1;3;1;438;553
474;559;0.251;1;3;-1;584;547
475;437;0.124;1;3;-1;220;438
475;474;0.096;1;3;1;0;559
475;476;0.138;1;3;-1;540;0
475;545;0.051;1;3;1;0;556
476;221;0.5;1;3;-1;218;220
476;475;0.138;1;3;1;437;545
476;540;0.189;1;3;-1;0;0
477;438;0.113;1;3;1;437;0
477;474;0.26;1;3;-1;559;0
477;478;0.1;1;3;1;0;585
477;553;0.103;1;3;-1;585;594
478;477;0.1;1;3;-1;553;438
478;585;0.059;1;3;1;593;553
479;480;0.034;1;3;-1;517;0
479;481;0.274;1;3;1;506;482
480;444;0.06;1;3;-1;436;528
480;479;0.034;1;3;1;0;0
480;517;0.047;1;3;-1;0;0
481;479;0.274;1;3;-1;0;0
481;482;0.286;1;3;1;0;0
481;506;0.125;1;3;-1;0;0
482;481;0.286;1;3;-1;479;0
483;463;0.037;1;3;1;357;0
484;463;0.012;1;3;-1;0;357
484;485;0.057;1;3;1;0;498
484;488;0.143;1;3;-1;0;0
485;484;0.057;1;3;-1;488;0
485;487;0.066;1;3;1;0;524
485;498;0.21;1;3;-1;0;0
486;355;0.054;1;3;-1;357;105
486;461;0.219;1;3;1;0;460
486;487;0.094;1;3;-1;524;0
487;485;0.066;1;3;-1;498;0
487;486;0.094;1;3;1;355;461
487;524;0.03;1;3;-1;0;0
488;484;0.143;1;3;1;463;485
489;442;0.198;1;3;1;461;0
490;377;0.101;1;3;1;378;379
490;409;0.222;1;3;1;379;0
491;359;0.119;1;3;-1;197;0
491;407;0.107;1;3;1;399;325
492;418;0.125;1;3;-1;414;417
492;447;0.128;1;3;1;448;449
492;465;0.247;1;3;-1;445;0
492;494;0.241;1;3;1;417;448
493;411;0.066;1;3;1;410;0
493;494;0.085;1;3;-1;448;417
493;496;0.08;1;3;1;0;410
494;417;0.124;1;3;1;418;413
494;448;0.127;1;3;-1;0;447
494;492;0.241;1;3;-1;447;418
494;493;0.085;1;3;1;0;411
495;52;0.192;1;3;1;51;54
495;413;0.129;1;3;-1;417;51
495;497;0.082;1;3;-1;0;496
495;548;0.14;1;3;1;54;550
496;410;0.05;1;3;1;497;411
496;493;0.08;1;3;-1;411;0
496;497;0.118;1;3;1;495;410
497;410;0.132;1;3;-1;549;496
497;495;0.082;1;3;1;413;548
497;496;0.118;1;3;-1;410;0
498;485;0.21;1;3;1;484;487
499;29;0.259;1;3;-1;26;28
499;452;0.254;1;3;1;453;454
499;472;0.123;1;3;1;451;26
499;542;0.133;1;3;-1;28;541
500;425;0.041;1;3;1;426;423
502;453;0.046;1;3;-1;352;452
502;503;0.183;1;3;-1;0;0
502;531;0.063;1;3;1;0;532
503;502;0.183;1;3;1;453;531
506;481;0.125;1;3;1;0;479
507;197;0.094;1;3;1;196;359
511;418;0.127;1;3;1;417;414
511;512;0.09;1;3;-1;0;0
511;520;0.238;1;3;1;0;0
511;521;0.243;1;3;-1;0;417
512;511;0.09;1;3;1;521;520
515;516;0.196;1;3;-1;530;151
516;151;0.132;1;3;1;152;19
516;258;0.288;1;3;-1;519;0
516;515;0.196;1;3;1;0;0
516;530;0.26;1;3;-1;0;519
517;480;0.047;1;3;1;444;479
518;312;0.5;1;3;-1;82;534
518;466;0.034;1;3;1;0;464
518;519;0.107;1;3;-1;0;530
519;258;0.113;1;3;-1;256;516
519;518;0.107;1;3;1;312;0
519;530;0.49;1;3;1;516;63
520;511;0.238;1;3;-1;512;418
521;417;0.129;1;3;-1;413;418
521;511;0.243;1;3;1;418;512
521;522;0.179;1;3;-1;604;413
522;55;0.211;1;3;-1;24;53
522;413;0.163;1;3;1;51;417
522;521;0.179;1;3;1;417;0
522;604;0.082;1;3;-1;0;0
523;460;0.027;1;3;-1;461;443
523;524;0.197;1;3;1;0;0
524;487;0.03;1;3;1;485;486
524;523;0.197;1;3;-1;0;0
527;126;0.5;1;3;-1;0;0
527;528;0.198;1;3;-1;0;552
527;529;0.024;1;3;1;0;0
528;444;0.226;1;3;-1;480;436
528;527;0.198;1;3;1;126;529
528;552;0.109;1;3;-1;0;0
529;527;0.024;1;3;-1;528;126
529;593;0.019;1;3;1;580;585
530;63;0.059;1;3;-1;62;0
530;516;0.26;1;3;1;258;515
530;519;0.49;1;3;-1;518;258
531;502;0.063;1;3;-1;503;453
531;532;0.144;1;3;-1;0;0
531;541;0.091;1;3;1;0;537
532;531;0.144;1;3;1;502;541
534;312;0.191;1;3;1;518;82
534;354;0.062;1;3;-1;360;105
534;404;0.131;1;3;1;0;0
537;538;0.04;1;3;-1;0;0
537;539;0.1;1;3;1;543;0
537;541;0.175;1;3;1;531;542
538;537;0.04;1;3;1;541;0
539;537;0.1;1;3;-1;0;541
539;543;0.065;1;3;1;574;42
540;476;0.189;1;3;1;221;475
541;531;0.091;1;3;-1;532;0
541;537;0.175;1;3;-1;539;538
541;542;0.099;1;3;1;499;543
542;28;0.258;1;3;1;29;42
